Word,negative,positive,neutral,norm_valence
neglectfulness,-2.0,0.63246,"[-2, -2, -2, -2, -1, -3, -2, -2, -1, -3]",0.25
teaseling,-0.4,0.91652,"[-1, 0, -3, 0, 0, 0, 0, 0, 0, 0]",0.45
doubtable,-1.5,0.5,"[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]",0.3125
roflcopter,2.1,0.53852,"[2, 2, 2, 1, 3, 2, 3, 2, 2, 2]",0.7625
threateners,-1.8,0.74833,"[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]",0.275
flattery,0.4,1.49666,"[1, -1, -2, 1, 3, -2, 1, 1, 1, 1]",0.55
grinning,1.5,1.0247,"[3, 2, 2, 1, 1, -1, 1, 2, 2, 2]",0.6875
inspires,1.9,1.04403,"[2, 2, 2, 4, 0, 2, 3, 1, 1, 2]",0.7375
celebrate,2.7,1.00499,"[4, 4, 3, 2, 4, 2, 2, 2, 3, 1]",0.8375
battleground,-1.7,0.78102,"[-2, 0, -2, -2, -1, -2, -2, -3, -1, -2]",0.2875
irritatingly,-2.0,0.44721,"[-2, -2, -2, -3, -1, -2, -2, -2, -2, -2]",0.25
mischief,-1.5,0.67082,"[-2, -1, -1, -1, -1, -2, -3, -2, -1, -1]",0.3125
intimidations,-1.4,1.49666,"[1, -2, -2, -2, -1, -1, -1, -4, 1, -3]",0.325
vitalizations,0.8,0.74833,"[0, 1, 1, 2, 0, 0, 0, 2, 1, 1]",0.6
weakhearted,-1.6,0.8,"[-1, -3, -1, -1, -2, -1, -3, -2, -1, -1]",0.3
rebelling,-1.1,1.51327,"[-3, -1, -2, -1, -2, -1, -1, -3, 2, 1]",0.3625
gravelling,-0.4,1.11355,"[0, -1, -2, -2, 0, -1, 0, 0, 2, 0]",0.45
flustered,-1.0,1.18322,"[-1, -1, -1, -1, -3, -2, 2, -1, -1, -1]",0.375
compassionless,-2.6,0.8,"[-3, -2, -2, -3, -4, -3, -1, -2, -3, -3]",0.175
dumbly,-1.3,1.00499,"[-2, -1, -2, -3, 1, -2, -1, -1, -1, -1]",0.3375
focused,1.6,0.91652,"[2, 2, 1, 3, 0, 1, 1, 2, 3, 1]",0.7
solemnify,0.3,1.18743,"[2, 1, 2, 1, 0, 0, -2, -1, 0, 0]",0.5375
amazedly,2.1,0.53852,"[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]",0.7625
contented,1.4,1.56205,"[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]",0.675
starved,-2.6,1.11355,"[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]",0.175
moodiest,-2.1,0.9434,"[-1, -2, -2, -2, -1, -2, -4, -3, -1, -3]",0.2375
unified,1.6,0.66332,"[1, 2, 2, 1, 2, 1, 2, 1, 3, 1]",0.7
riskiness,-1.3,1.00499,"[-3, -1, -1, 0, -1, 0, -1, -3, -2, -1]",0.3375
scorn,-1.7,0.64031,"[-2, -3, -2, -1, -1, -1, -1, -2, -2, -2]",0.2875
graveyard,-1.2,0.87178,"[0, 0, -1, -2, -1, -1, -2, -1, -3, -1]",0.35
short-sighted,-1.2,0.6,"[0, -1, -2, -2, -1, -1, -1, -2, -1, -1]",0.35
scarecrow,-0.8,0.9798,"[-1, 0, -1, 0, 0, 0, -2, -3, -1, 0]",0.4
riot,-2.6,1.0198,"[-3, 0, -3, -2, -3, -3, -3, -4, -3, -2]",0.175
liabilities,-0.8,0.9798,"[-1, 2, -1, -1, -1, -1, -1, -1, -2, -1]",0.4
harmonizers,1.6,1.11355,"[2, 2, 2, 1, 2, 0, 4, 0, 2, 1]",0.7
toughy,-0.5,1.11803,"[-1, -2, -1, 0, -1, -1, 1, -1, 2, -1]",0.4375
loyalty,2.5,0.67082,"[1, 3, 3, 3, 3, 2, 2, 2, 3, 3]",0.8125
sureties,1.3,0.9,"[2, 0, 2, 0, 2, 2, 1, 2, 0, 2]",0.6625
hesitated,-1.3,0.9,"[-1, -2, -1, -2, -2, -2, -1, 1, -1, -2]",0.3375
disturbingly,-2.3,0.78102,"[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]",0.21250000000000002
beneficiaries,1.8,1.16619,"[0, 1, 2, 1, 3, 4, 3, 1, 2, 1]",0.725
frightfulness,-1.9,0.7,"[-1, -1, -2, -3, -3, -2, -1, -2, -2, -2]",0.2625
medal,2.1,1.22066,"[2, 4, 3, 1, 0, 2, 2, 2, 1, 4]",0.7625
beauteousness,2.7,1.00499,"[1, 3, 4, 3, 4, 1, 2, 3, 3, 3]",0.8375
shakedown,-1.2,0.4,"[-2, -1, -1, -1, -2, -1, -1, -1, -1, -1]",0.35
proudest,2.6,0.66332,"[4, 2, 2, 2, 2, 3, 2, 3, 3, 3]",0.825
amazonite,0.2,0.6,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",0.525
offence,-1.2,1.93907,"[-2, -2, -3, 3, -2, -2, -3, 2, -1, -2]",0.35
smuggled,-1.5,0.92195,"[-1, -1, -2, -1, -1, -1, -2, -1, -1, -4]",0.3125
arrogances,-1.9,0.53852,"[-1, -2, -3, -2, -2, -2, -2, -1, -2, -2]",0.2625
dehumanizes,-1.5,0.67082,"[-1, -1, -1, -2, -1, -3, -2, -1, -2, -1]",0.3125
amoristic,1.0,1.67332,"[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]",0.625
warmest,1.7,1.34536,"[3, 2, 1, 2, 3, 2, 2, 2, -2, 2]",0.7125
troubleshoot,0.8,0.9798,"[0, 0, 0, 2, 2, 2, 2, 0, 0, 0]",0.6
disasters,-2.6,0.8,"[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]",0.175
disgusted,-2.4,0.91652,"[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]",0.2
flawless,2.3,2.14709,"[4, 3, 4, 4, 1, 2, 4, 4, -2, -1]",0.7875
pleasurably,2.6,0.4899,"[2, 2, 2, 3, 3, 3, 3, 2, 3, 3]",0.825
apathy,-1.2,1.32665,"[-2, -2, -1, 1, -1, -3, -1, 1, -1, -3]",0.35
profitwise,0.9,0.83066,"[1, 2, 0, 0, 1, 2, 2, 0, 1, 0]",0.6125
devilfish,-0.8,1.07703,"[-2, -3, -1, 0, 0, 0, 0, -2, 0, 0]",0.4
passion,2.0,0.44721,"[2, 2, 1, 3, 2, 2, 2, 2, 2, 2]",0.75
irritation,-2.3,0.78102,"[-3, -2, -2, -2, -1, -3, -3, -1, -3, -3]",0.21250000000000002
worrywart,-1.8,0.9798,"[-2, -2, -2, -1, -1, -1, -1, -3, -1, -4]",0.275
funnymen,1.3,1.1,"[2, 1, 1, 0, 0, 3, 3, 1, 2, 0]",0.6625
deriding,-1.5,0.80623,"[-2, -2, 0, 0, -2, -1, -2, -2, -2, -2]",0.3125
richened,1.9,0.83066,"[3, 2, 2, 1, 3, 1, 2, 3, 1, 1]",0.7375
winnow,-0.3,1.00499,"[0, -1, 0, -2, 1, 1, -2, 0, 0, 0]",0.4625
uneasiest,-2.1,0.83066,"[-1, -4, -3, -2, -2, -2, -2, -2, -1, -2]",0.2375
disputed,-1.4,0.66332,"[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]",0.325
woeful,-1.9,0.83066,"[-1, -2, -2, -1, -3, -3, -1, -2, -1, -3]",0.2625
lowered,-0.5,1.11803,"[-1, -1, -2, -1, -1, 2, -1, -1, 1, 0]",0.4375
shockable,-1.0,1.0,"[-3, -1, -1, 0, 0, -2, -1, -2, 0, 0]",0.375
snobbishly,-1.2,1.249,"[-2, 1, -2, -1, -2, -3, -1, -2, -1, 1]",0.35
unsurely,-1.3,0.78102,"[-1, 0, -1, -1, -1, -3, -1, -2, -2, -1]",0.3375
applauding,2.1,0.83066,"[2, 2, 4, 1, 2, 2, 2, 1, 2, 3]",0.7625
worriments,-1.9,0.7,"[-2, -1, -2, -3, -1, -2, -3, -1, -2, -2]",0.2625
wealthier,2.2,0.6,"[3, 2, 1, 3, 2, 2, 2, 3, 2, 2]",0.775
offending,-2.3,0.64031,"[-2, -2, -3, -2, -2, -4, -2, -2, -2, -2]",0.21250000000000002
silly,0.1,1.04403,"[1, 1, 0, 0, 0, 2, -1, -2, 0, 0]",0.5125
uncompelling,-0.9,0.7,"[0, -2, -1, 0, -1, -1, -1, 0, -1, -2]",0.3875
foolishnesses,-2.0,0.89443,"[-1, -1, -1, -2, -3, -1, -3, -3, -2, -3]",0.25
promisees,1.1,0.9434,"[2, 0, 1, 0, 0, 0, 2, 2, 2, 2]",0.6375
trusting,1.7,1.00499,"[3, 0, 1, 2, 3, 0, 2, 2, 2, 2]",0.7125
hallelujah,3.0,0.7746,"[3, 4, 3, 1, 3, 3, 3, 3, 3, 4]",0.875
unacceptable,-2.0,0.44721,"[-2, -2, -1, -2, -2, -2, -2, -3, -2, -2]",0.25
endorsement,1.3,0.9,"[0, 1, 2, 2, 1, 2, 0, 1, 3, 1]",0.6625
bitchiest,-3.0,0.7746,"[-2, -4, -2, -3, -4, -3, -3, -4, -2, -3]",0.125
flatters,0.6,2.10713,"[1, 1, 2, 2, 3, -1, -2, 2, -4, 2]",0.575
freemasonries,0.7,0.78102,"[0, 1, 0, 0, 0, 1, 1, 0, 2, 2]",0.5875
relaxes,1.5,0.5,"[2, 1, 1, 1, 1, 2, 2, 2, 1, 2]",0.6875
nurturer,1.9,0.83066,"[2, 1, 3, 3, 3, 1, 2, 2, 1, 1]",0.7375
resignedly,-0.7,1.26886,"[-3, -1, -1, -1, -1, 1, 1, 1, -2, -1]",0.4125
raged,-2.0,0.63246,"[-2, -1, -1, -3, -3, -2, -2, -2, -2, -2]",0.25
faithlessness,-1.8,1.249,"[-3, -2, 1, -2, -2, -1, -2, -1, -4, -2]",0.275
savages,-2.4,1.0198,"[-2, -2, -3, -4, -3, -3, -2, 0, -2, -3]",0.2
integrity,1.6,0.66332,"[2, 1, 1, 1, 2, 1, 3, 1, 2, 2]",0.7
lamenting,-2.0,1.09545,"[0, -2, -1, -4, -1, -3, -2, -2, -3, -2]",0.25
shortages,-0.6,1.0198,"[0, -2, -1, -1, 0, -2, 1, 1, -1, -1]",0.425
misses,-0.9,0.3,"[-1, -1, 0, -1, -1, -1, -1, -1, -1, -1]",0.3875
depression,-2.7,0.64031,"[-3, -2, -2, -2, -2, -3, -4, -3, -3, -3]",0.16249999999999998
favorites,1.8,0.6,"[1, 2, 1, 3, 2, 2, 1, 2, 2, 2]",0.725
lament,-2.0,1.26491,"[-3, -3, 1, -1, -2, -2, -1, -3, -3, -3]",0.25
criticise,-1.9,0.53852,"[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]",0.2625
freeloads,-1.3,0.9,"[-1, -1, -2, -2, -2, 0, 0, -1, -1, -3]",0.3375
giggle,1.8,0.9798,"[2, 2, 2, 2, 2, 3, 2, -1, 2, 2]",0.725
troublously,-2.1,1.22066,"[-2, -3, -3, -3, -2, -1, 1, -2, -3, -3]",0.2375
slash,-1.1,1.22066,"[-2, -3, -2, 0, -2, 0, -1, -2, 0, 1]",0.3625
meriting,1.1,1.13578,"[1, 2, 1, -2, 1, 1, 2, 2, 1, 2]",0.6375
toughing,-0.5,1.20416,"[-1, 0, -2, 0, 0, -2, 2, 0, -2, 0]",0.4375
guarantee,1.0,1.0,"[2, 3, 1, 0, 2, 0, 1, 0, 0, 1]",0.625
support,1.7,0.9,"[1, 1, 1, 2, 1, 3, 3, 3, 1, 1]",0.7125
worrisome,-1.7,0.64031,"[-1, -1, -1, -2, -1, -2, -3, -2, -2, -2]",0.2875
disheartenment,-2.3,0.45826,"[-3, -2, -3, -2, -2, -2, -2, -3, -2, -2]",0.21250000000000002
giggliest,1.7,1.26886,"[4, 2, 1, 2, 1, 3, 2, 2, -1, 1]",0.7125
safeness,1.5,0.67082,"[1, 1, 1, 1, 3, 1, 2, 2, 2, 1]",0.6875
treasures,1.8,1.32665,"[3, 3, 0, 1, 1, 4, 0, 3, 2, 1]",0.725
fighters,-0.2,1.46969,"[-1, 2, -2, 0, 2, 0, -2, -2, 0, 1]",0.475
fools,-2.2,0.74833,"[-2, -4, -2, -2, -1, -2, -2, -2, -2, -3]",0.22499999999999998
struggled,-1.4,0.66332,"[-2, -2, -1, -1, -1, -1, -2, -2, 0, -2]",0.325
screwiest,-2.0,0.89443,"[-3, -2, -2, -4, -1, -2, -1, -1, -2, -2]",0.25
bonus,2.5,0.67082,"[2, 2, 2, 3, 4, 3, 2, 2, 3, 2]",0.8125
grossular,-0.3,1.34536,"[0, -2, 0, -1, -2, -1, 0, 0, 0, 3]",0.4625
sunshine,2.2,0.6,"[3, 1, 2, 2, 2, 2, 2, 3, 3, 2]",0.775
safetyman,0.3,0.64031,"[0, 0, 0, 0, 2, 0, 1, 0, 0, 0]",0.5375
actively,1.3,0.78102,"[0, 1, 0, 2, 2, 1, 1, 2, 2, 2]",0.6625
offensive,-2.0,1.48324,"[-3, -3, -3, -2, -1, -2, 2, -2, -3, -3]",0.25
unwelcome,-1.7,0.45826,"[-2, -2, -2, -1, -1, -2, -2, -1, -2, -2]",0.2875
crazing,-0.5,0.80623,"[0, 0, 0, 0, -2, -1, -2, 0, 0, 0]",0.4375
fraudster,-2.5,0.92195,"[-4, -1, -2, -2, -4, -2, -3, -2, -3, -2]",0.1875
contemptibleness,-1.9,0.7,"[-2, -2, -1, -2, -2, -1, -1, -2, -3, -3]",0.2625
criticizer,-1.5,0.67082,"[-1, -2, -2, -1, -1, -1, -3, -1, -2, -1]",0.3125
tranquilizes,-0.1,0.9434,"[-2, 0, 1, 0, 1, 1, 0, -1, -1, 0]",0.4875
stammerers,-0.8,0.4,"[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1]",0.4
humorous,1.6,0.4899,"[1, 2, 1, 2, 2, 1, 2, 2, 1, 2]",0.7
love,3.2,0.4,"[3, 3, 3, 3, 3, 3, 3, 4, 4, 3]",0.9
determinacy,1.0,1.0,"[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]",0.625
lawsuits,-0.6,1.68523,"[-2, -1, 0, 3, 2, -1, -1, -2, -2, -2]",0.425
isolate,-0.8,0.74833,"[-1, -1, -1, 0, 0, 0, 0, -2, -1, -2]",0.4
nervous,-1.1,0.53852,"[-1, -1, -1, -2, -2, -1, -1, 0, -1, -1]",0.3625
daze,-0.7,0.78102,"[-1, 0, -1, -1, 1, -1, -1, 0, -1, -2]",0.4125
zealot,-1.9,1.04403,"[-2, -3, -1, -2, -1, -3, -4, -1, -1, -1]",0.2625
astounds,2.1,1.22066,"[3, 3, 1, 0, 3, 2, 3, 3, 0, 3]",0.7625
confusedly,-0.6,1.42829,"[-3, -1, -1, 1, -1, -1, -2, 2, 1, -1]",0.425
freedom,3.2,0.9798,"[4, 4, 1, 3, 2, 4, 4, 3, 3, 4]",0.9
puking,-1.8,1.46969,"[0, -2, -4, -3, -2, -3, 1, -1, -1, -3]",0.275
bitterroots,-0.2,0.4,"[0, 0, 0, -1, -1, 0, 0, 0, 0, 0]",0.475
despisers,-1.6,1.35647,"[-3, -3, -1, -3, -2, -1, -1, 1, 0, -3]",0.3
sadly,-1.8,0.6,"[-2, -2, -2, -1, -2, -3, -2, -1, -1, -2]",0.275
skepticism,-1.0,0.89443,"[0, 0, -1, -1, -1, -1, 0, -1, -3, -2]",0.375
glee,3.2,0.4,"[3, 4, 3, 3, 4, 3, 3, 3, 3, 3]",0.9
incapable,-1.6,0.4899,"[-1, -2, -1, -1, -2, -1, -2, -2, -2, -2]",0.3
reinvigorated,1.9,1.13578,"[2, 2, 3, 1, 2, 3, 3, -1, 2, 2]",0.7375
bitches,-2.9,0.9434,"[-2, -1, -3, -3, -2, -4, -4, -3, -3, -4]",0.1375
polluted,-2.0,0.44721,"[-2, -2, -1, -2, -2, -2, -2, -2, -3, -2]",0.25
crudenesses,-2.0,1.0,"[-3, -1, -1, -2, -4, -1, -1, -2, -2, -3]",0.25
prejudicially,-1.5,1.74642,"[-3, -1, -1, -3, -3, -1, -3, 1, 2, -3]",0.3125
await,0.4,0.4899,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",0.55
determinations,0.8,1.16619,"[0, 3, 1, 0, 1, 3, 0, 0, 0, 0]",0.6
pessimistically,-2.0,1.0,"[-1, -1, -3, -4, -2, -1, -1, -3, -2, -2]",0.25
delighted,2.3,0.64031,"[3, 3, 2, 3, 2, 1, 3, 2, 2, 2]",0.7875
grosser,-0.3,1.41774,"[1, -2, -1, -2, 0, -1, 1, 2, 1, -2]",0.4625
scarer,-1.7,0.78102,"[-2, -1, -1, -2, -3, -1, -3, -1, -2, -1]",0.2875
honorifically,2.2,0.74833,"[3, 4, 1, 2, 2, 2, 2, 2, 2, 2]",0.775
intricate,0.6,0.66332,"[1, 0, 2, 1, 0, 1, 1, 0, 0, 0]",0.575
melancholics,-1.0,1.0,"[0, -1, -3, 1, -1, -2, -1, -1, -1, -1]",0.375
pukes,-1.9,0.7,"[-1, -2, -3, -3, -1, -1, -2, -2, -2, -2]",0.2625
hesitancy,-0.9,0.53852,"[0, -1, 0, -2, -1, -1, -1, -1, -1, -1]",0.3875
conciliate,1.0,1.18322,"[2, 1, 1, 0, 2, 2, -2, 2, 1, 1]",0.625
freebooters,-0.2,1.32665,"[-1, -3, 1, 0, -2, 1, 0, 1, 0, 1]",0.475
disabling,-2.1,0.53852,"[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]",0.2375
feeble,-1.2,1.249,"[-2, -2, -3, -1, -1, -2, -1, -1, 2, -1]",0.35
stubborner,-1.5,1.20416,"[-2, -3, -1, -1, -2, 1, -3, -2, 0, -2]",0.3125
saddened,-2.4,0.4899,"[-3, -2, -3, -2, -3, -3, -2, -2, -2, -2]",0.2
harass,-2.2,0.6,"[-2, -3, -2, -2, -2, -3, -2, -3, -1, -2]",0.22499999999999998
lonesomeness,-1.8,0.6,"[-2, -2, -1, -3, -1, -2, -2, -2, -1, -2]",0.275
wisents,0.4,0.91652,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 0]",0.55
violence,-3.1,0.53852,"[-2, -3, -3, -3, -3, -4, -4, -3, -3, -3]",0.11249999999999999
rant,-1.4,0.66332,"[-1, -2, -2, -1, -2, -2, -2, -1, 0, -1]",0.325
shying,-0.9,0.83066,"[-1, -2, -1, 0, -2, 0, 0, 0, -2, -1]",0.3875
defenders,0.3,0.78102,"[0, 1, 1, 0, 0, 0, 0, -1, 2, 0]",0.5375
dizzy,-0.9,0.3,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]",0.3875
distractingly,-1.4,1.0198,"[-4, 0, -1, -1, -1, -2, -1, -1, -2, -1]",0.325
lmao,2.9,0.9434,"[3, 4, 3, 1, 2, 4, 3, 3, 2, 4]",0.8625
demanding,-0.9,0.53852,"[-1, -2, 0, -1, -1, -1, -1, -1, 0, -1]",0.3875
acceptabilities,1.6,0.66332,"[0, 2, 2, 2, 1, 2, 2, 2, 1, 2]",0.7
attacked,-2.0,1.78885,"[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]",0.25
fascists,-0.8,1.6,"[-2, -3, -1, 1, -1, 2, -3, 1, -1, -1]",0.4
interest,2.0,1.18322,"[2, 3, 3, 1, 1, 3, 4, 1, 2, 0]",0.75
heavenlinesses,2.3,2.2383,"[4, 4, 4, 3, -2, 3, 3, 4, -2, 2]",0.7875
cutie,1.5,0.80623,"[3, 1, 1, 2, 1, 1, 1, 3, 1, 1]",0.6875
restriction,-1.1,0.9434,"[-1, -1, -1, -1, -3, 1, -2, -1, -1, -1]",0.3625
offense,-1.0,1.61245,"[-2, 1, -1, -2, -2, -2, -3, 2, 1, -2]",0.375
ignoramus,-1.9,0.83066,"[-1, -2, -1, -3, -1, -3, -1, -3, -2, -2]",0.2625
enjoyed,2.3,0.64031,"[2, 2, 1, 3, 3, 3, 2, 2, 2, 3]",0.7875
freedmen,0.7,0.78102,"[1, 2, 1, 2, 0, 1, 0, 0, 0, 0]",0.5875
loving,2.9,0.53852,"[3, 2, 3, 3, 3, 2, 4, 3, 3, 3]",0.8625
wealthily,2.0,0.89443,"[2, 3, 1, 4, 2, 1, 1, 2, 2, 2]",0.75
disappointed,-2.1,0.83066,"[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]",0.2375
wellies,0.4,0.4899,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",0.55
discard,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]",0.375
respecters,1.6,0.8,"[2, 1, 2, 2, 3, 1, 2, 2, 0, 1]",0.7
sunniest,2.4,1.28062,"[2, 0, 4, 2, 1, 3, 2, 4, 4, 2]",0.8
intellectualized,1.2,0.74833,"[1, 0, 1, 1, 2, 0, 1, 2, 2, 2]",0.65
appreciative,2.6,0.8,"[3, 3, 3, 2, 1, 3, 4, 2, 2, 3]",0.825
scare,-2.2,0.87178,"[-2, -2, -4, -2, -3, -1, -2, -1, -2, -3]",0.22499999999999998
vindicated,1.8,1.16619,"[1, 3, -1, 2, 2, 1, 3, 2, 2, 3]",0.725
adventurist,1.4,0.4899,"[1, 1, 2, 1, 2, 2, 2, 1, 1, 1]",0.675
obscene,-2.8,0.87178,"[-3, -3, -2, -1, -3, -4, -3, -4, -2, -3]",0.15000000000000002
unkind,-1.6,0.66332,"[-2, -2, -1, -1, -1, -2, -3, -1, -1, -2]",0.3
splendiferous,2.6,1.95959,"[4, 4, 3, -3, 3, 3, 4, 2, 3, 3]",0.825
boreal,-0.3,0.9,"[0, 0, 0, 0, 1, -2, 0, 0, -2, 0]",0.4625
help,1.7,0.78102,"[3, 2, 1, 2, 1, 2, 3, 1, 1, 1]",0.7125
threat,-2.4,0.66332,"[-2, -3, -2, -2, -2, -4, -3, -2, -2, -2]",0.2
obsessives,-0.7,0.9,"[-1, -1, -1, -1, -1, 1, -2, 1, -1, -1]",0.4125
promoted,1.8,0.74833,"[2, 2, 1, 1, 1, 2, 2, 1, 3, 3]",0.725
arrogant,-2.2,0.6,"[-2, -2, -2, -3, -2, -3, -3, -2, -1, -2]",0.22499999999999998
absolve,1.2,1.46969,"[2, -3, 2, 2, 1, 1, 2, 1, 2, 2]",0.65
colliding,-0.5,1.36015,"[-2, 2, -1, -1, 0, -1, -2, 2, -1, -1]",0.4375
fear,-2.2,0.6,"[-2, -3, -2, -3, -2, -1, -2, -3, -2, -2]",0.22499999999999998
fool,-1.9,0.53852,"[-2, -2, -2, -2, -1, -2, -2, -3, -1, -2]",0.2625
fave,1.9,1.51327,"[1, 3, -2, 3, 2, 3, 1, 3, 2, 3]",0.7375
smartest,3.0,1.0,"[4, 3, 4, 3, 2, 2, 4, 3, 1, 4]",0.875
acceptant,1.6,0.8,"[0, 1, 2, 2, 2, 1, 2, 1, 3, 2]",0.7
glad,2.0,0.63246,"[3, 2, 1, 2, 2, 2, 1, 3, 2, 2]",0.75
hurtful,-2.4,1.0198,"[-2, -4, -2, -2, -1, -3, -2, -3, -1, -4]",0.2
grimier,-1.6,1.0198,"[-1, -2, -2, -2, -1, 0, -4, -1, -1, -2]",0.3
hurray,2.7,0.78102,"[3, 2, 3, 3, 1, 3, 4, 2, 3, 3]",0.8375
numbskulls,-2.2,1.07703,"[-2, -2, -4, -2, -2, -1, -3, -3, 0, -3]",0.22499999999999998
abhor,-2.0,1.09545,"[-3, -3, -1, -1, -2, -1, -3, -3, 0, -3]",0.25
poisoners,-3.1,0.83066,"[-3, -4, -3, -4, -3, -4, -3, -3, -1, -3]",0.11249999999999999
coziness,1.5,1.11803,"[2, 3, 1, 3, 1, 2, 2, -1, 1, 1]",0.6875
dumbcanes,-0.6,1.2,"[0, 0, -1, -1, -1, 2, 0, -1, -3, -1]",0.425
flexible,0.9,0.83066,"[2, 1, 0, 0, 1, 2, 0, 1, 2, 0]",0.6125
gloomy,-0.6,1.56205,"[2, -1, -2, -2, -2, -1, 1, -2, 2, -1]",0.425
lamebrains,-1.2,1.46969,"[-2, -1, -3, -1, 2, -2, 1, -2, -2, -2]",0.35
comforted,1.8,0.6,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2]",0.725
kissed,1.6,1.11355,"[2, 4, 1, 1, 1, 2, 3, 0, 1, 1]",0.7
greedy,-1.3,1.48661,"[-2, -2, -2, -2, -3, -2, 2, -1, -2, 1]",0.3375
choked,-2.1,1.3,"[-4, -3, 0, -2, -1, -3, -3, -2, 0, -3]",0.2375
good,1.9,0.9434,"[2, 1, 1, 3, 2, 4, 2, 2, 1, 1]",0.7375
grimaces,-1.8,0.74833,"[-1, -2, -1, -2, -2, -1, -3, -3, -1, -2]",0.275
humiliation,-2.7,0.78102,"[-2, -3, -4, -2, -2, -2, -3, -2, -4, -3]",0.16249999999999998
punitive,-2.3,0.78102,"[-4, -2, -3, -1, -2, -2, -2, -2, -3, -2]",0.21250000000000002
bothersome,-1.3,0.45826,"[-2, -1, -1, -1, -1, -1, -2, -2, -1, -1]",0.3375
nurtural,1.5,0.80623,"[2, 1, 2, 2, 1, 3, 0, 1, 2, 1]",0.6875
dehumanize,-1.8,2.18174,"[-2, -4, -1, -3, 2, -4, -3, 2, -1, -4]",0.275
glorious,3.2,0.6,"[4, 3, 3, 2, 3, 3, 3, 4, 3, 4]",0.9
looses,-0.6,0.91652,"[0, -1, 0, -1, 0, 0, 0, 0, -3, -1]",0.425
chastising,-1.7,0.78102,"[-2, -3, -2, -2, -2, 0, -1, -1, -2, -2]",0.2875
stopped,-0.9,0.53852,"[-1, -1, -1, -1, -2, -1, -1, -1, 0, 0]",0.3875
sentimentalities,0.9,0.83066,"[2, 1, 1, 2, 1, 0, 0, 2, 0, 0]",0.6125
lulz,2.0,1.0,"[2, 2, 2, 3, 4, 1, 3, 1, 1, 1]",0.75
unconfirmed,-0.5,0.67082,"[0, -1, 0, -1, 0, -1, 0, 0, -2, 0]",0.4375
weirdo,-1.8,0.6,"[-2, -2, -2, -2, -2, -2, -1, -1, -3, -1]",0.275
funnelling,0.1,0.3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.5125
devotees,0.5,1.0247,"[0, 0, 3, 0, 0, 0, 2, 0, 0, 0]",0.5625
shylocked,-0.7,1.00499,"[0, -3, -1, 0, 0, -2, 0, -1, 0, 0]",0.4125
cancelled,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -1, -2, -1, -1]",0.375
decayer,-1.6,0.4899,"[-2, -2, -2, -1, -2, -1, -1, -1, -2, -2]",0.3
irreversible,-0.8,0.87178,"[-2, -2, 0, -1, 0, 0, 0, -1, -2, 0]",0.4
traumatise,-2.8,0.6,"[-4, -3, -3, -2, -2, -3, -2, -3, -3, -3]",0.15000000000000002
censored,-0.6,1.68523,"[-1, -1, -1, 2, -3, -2, -1, -1, -1, 3]",0.425
collapses,-1.2,0.87178,"[-2, -1, -2, 0, -2, 0, 0, -2, -1, -2]",0.35
revives,1.6,0.4899,"[1, 1, 2, 2, 1, 2, 2, 2, 1, 2]",0.7
maniac,-2.1,0.7,"[-1, -2, -2, -2, -3, -3, -1, -2, -2, -3]",0.2375
die,-2.9,0.9434,"[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]",0.1375
disagree,-1.6,0.4899,"[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]",0.3
pathetically,-1.8,1.72047,"[-3, -4, -2, 0, -3, -2, -3, -3, 1, 1]",0.275
heartlessness,-2.8,0.87178,"[-3, -3, -2, -3, -4, -4, -1, -3, -2, -3]",0.15000000000000002
safecracking,-0.9,0.9434,"[0, 0, 0, 0, -2, 0, -1, -2, -2, -2]",0.3875
dazes,-0.3,0.78102,"[0, -1, 0, 0, 0, -1, 0, 1, 0, -2]",0.4625
