sign,negative,positive,neutral,prediction
stab,-2.8,0.6,"[-3, -2, -2, -3, -3, -3, -3, -2, -4, -3]",0.3730833
stabbed,-1.9,1.22066,"[-2, -1, -3, -2, -2, 1, -3, -3, -1, -3]",0.2398967
stable,1.2,0.74833,"[1, 2, 2, 0, 1, 2, 1, 1, 2, 0]",0.5191912
stabs,-1.9,1.13578,"[-3, -3, -4, 0, -1, -2, -2, -2, -1, -1]",0.3917296
stall,-0.8,0.74833,"[-1, 0, -1, 0, -1, 0, -2, 0, -2, -1]",0.5465446
stalled,-0.8,0.87178,"[-2, -1, 0, -1, -1, 0, 1, -2, -1, -1]",0.4438325
stalling,-0.8,1.4,"[-3, -2, -1, -1, 0, 2, 1, -2, -1, -1]",0.50436085
stamina,1.2,0.9798,"[1, 0, 3, 0, 1, 2, 2, 1, 2, 0]",0.57996035
stammer,-0.9,0.3,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1]",0.50181973
stammered,-0.9,0.7,"[-2, -1, -1, -1, 1, -1, -1, -1, -1, -1]",0.49686083
stammerer,-1.1,0.3,"[-1, -2, -1, -1, -1, -1, -1, -1, -1, -1]",0.4899177
stammerers,-0.8,0.4,"[-1, -1, -1, -1, -1, 0, 0, -1, -1, -1]",0.51829165
stammering,-1.0,0.63246,"[-2, -1, 0, -1, -1, -2, 0, -1, -1, -1]",0.47234705
stammers,-0.8,0.4,"[-1, -1, -1, 0, -1, -1, -1, 0, -1, -1]",0.49704555
stampede,-1.8,1.07703,"[-2, -3, -2, -3, 0, 0, -2, -1, -2, -3]",0.45290977
stank,-1.9,1.04403,"[-2, -2, -2, -1, -2, -4, -3, 0, -1, -2]",0.44975147
startle,-1.3,0.64031,"[-1, -1, -1, -1, -1, -2, -1, -1, -3, -1]",0.5165769
startled,-0.7,0.78102,"[-2, -1, -1, 0, 1, -1, -1, 0, -1, -1]",0.5762506
startlement,-0.5,1.20416,"[-1, 0, 0, 1, -1, -1, 2, -2, -1, -2]",0.50586903
startlements,0.2,1.32665,"[2, 2, 0, 0, -1, 2, 0, -2, -1, 0]",0.5166083
startler,-0.8,0.74833,"[-2, -1, -1, 0, 1, -1, -1, -1, -1, -1]",0.58274406
startlers,-0.5,0.80623,"[0, 0, 0, 0, -1, -1, -1, 1, -1, -2]",0.6481921
startles,-0.5,1.36015,"[-2, 2, -1, 0, 2, -1, -1, -2, -1, -1]",0.50378335
startling,0.3,1.41774,"[-2, 2, -1, 0, -1, 2, -1, 1, 1, 2]",0.57068014
startlingly,-0.3,0.9,"[-1, -1, 0, -2, 1, 0, 1, 0, -1, 0]",0.64909935
starve,-1.9,2.02237,"[2, -3, -4, -1, -3, -4, -1, -2, 1, -4]",0.2667465
starved,-2.6,1.11355,"[-3, -4, -1, -3, -3, -4, -1, -1, -3, -3]",0.25546753
starves,-2.3,0.78102,"[-3, -2, -2, -3, -2, -3, -1, -1, -3, -3]",0.30975577
starving,-1.8,2.03961,"[-2, -2, -4, -4, -3, -3, 2, 2, -2, -2]",0.293128
steadfast,1.0,1.0,"[0, 0, 2, 1, 1, 2, 3, 0, 1, 0]",0.6571529
steal,-2.2,0.6,"[-2, -2, -2, -3, -3, -3, -1, -2, -2, -2]",0.42709687
stealable,-1.7,1.00499,"[-3, -1, -2, -1, -2, -1, -1, -1, -4, -1]",0.4439083
stealer,-1.7,0.78102,"[-2, -2, -1, -2, -3, -1, -2, -2, -2, 0]",0.29801044
stealers,-2.2,0.74833,"[-2, -2, -2, -4, -2, -2, -3, -1, -2, -2]",0.31841803
stealing,-2.7,0.9,"[-3, -2, -2, -4, -4, -3, -1, -3, -2, -3]",0.2987991
stealings,-1.9,0.9434,"[-2, -2, -1, -1, -1, -3, -4, -2, -1, -2]",0.30623323
steals,-2.3,0.64031,"[-4, -2, -2, -3, -2, -2, -2, -2, -2, -2]",0.35635117
stealth,-0.3,1.34536,"[-2, 1, 1, -1, 0, -3, 0, 1, -1, 1]",0.54795307
stealthier,-0.3,1.00499,"[0, 0, -3, 0, 0, 1, 0, -1, 0, 0]",0.5012671
stealthiest,0.4,2.10713,"[-1, 2, 1, 1, 3, 4, -1, 0, -2, -3]",0.50746167
stealthily,0.1,1.37477,"[2, 0, 0, -1, 1, 0, -3, 2, 0, 0]",0.5577002
stealthiness,0.2,0.74833,"[1, 0, 0, -1, 1, 0, -1, 0, 1, 1]",0.55142117
stealths,-0.3,0.78102,"[-2, 0, 0, -1, 0, 1, -1, 0, 0, 0]",0.53555936
stealthy,-0.1,0.7,"[0, 0, 0, -1, 1, -1, -1, 0, 1, 0]",0.5936959
stench,-2.3,0.64031,"[-3, -2, -2, -3, -3, -1, -3, -2, -2, -2]",0.5212499
stenches,-1.5,1.11803,"[-2, -2, -1, -3, 0, 0, -3, -2, 0, -2]",0.5229731
stenchful,-2.4,0.91652,"[-3, -1, -3, -1, -2, -2, -3, -4, -2, -3]",0.5716881
stenchy,-2.3,1.00499,"[-4, -1, -2, -3, -1, -1, -2, -3, -3, -3]",0.47118202
stereotype,-1.3,0.78102,"[-1, -1, -2, 0, -2, 0, -2, -1, -2, -2]",0.48146644
stereotyped,-1.2,0.4,"[-1, -1, -2, -1, -2, -1, -1, -1, -1, -1]",0.4671995
stifled,-1.4,0.66332,"[-1, -1, -1, -1, -3, -1, -2, -2, -1, -1]",0.44145197
stimulate,0.9,0.83066,"[1, 0, 1, 1, 1, 2, -1, 2, 1, 1]",0.67521626
stimulated,0.9,0.7,"[1, 0, 0, 0, 1, 1, 2, 1, 2, 1]",0.67480034
stimulates,1.0,0.89443,"[1, 0, 0, 0, 1, 1, 2, 1, 3, 1]",0.65050936
stimulating,1.9,0.7,"[2, 3, 2, 1, 3, 2, 1, 2, 1, 2]",0.6768489
stingy,-1.6,0.8,"[-1, 0, -2, -2, -1, -1, -2, -2, -3, -2]",0.33994016
stink,-1.7,0.64031,"[-2, -2, -1, -3, -2, -1, -1, -2, -1, -2]",0.42342418
stinkard,-2.3,0.9,"[-2, -3, -3, -2, -3, -2, -3, -3, 0, -2]",0.43891498
stinkards,-1.0,1.26491,"[-2, -1, 2, -2, -1, -1, 0, -3, -1, -1]",0.40084612
stinkbug,-0.2,0.4,"[-1, 0, 0, 0, 0, 0, 0, 0, -1, 0]",0.3461267
stinkbugs,-1.0,1.26491,"[0, 0, 0, -4, -1, -2, -1, 0, -2, 0]",0.39899984
stinker,-1.5,0.80623,"[-3, -1, -3, -1, -1, -2, -1, -1, -1, -1]",0.46587828
stinkers,-1.2,1.07703,"[-3, 1, -1, -2, -2, -1, -1, -2, 0, -1]",0.45797056
stinkhorn,-0.2,1.16619,"[-2, -2, 0, 0, -1, 0, 1, 2, 0, 0]",0.46190932
stinkhorns,-0.8,0.9798,"[0, -3, 0, -2, 0, 0, -1, -1, -1, 0]",0.48337647
stinkier,-1.5,1.0247,"[-2, -1, -2, -2, -1, 1, -2, -1, -3, -2]",0.4656033
stinkiest,-2.1,1.57797,"[-1, -2, -3, -4, -2, -1, 1, -4, -1, -4]",0.514926
stinking,-2.4,0.91652,"[-2, -4, -2, -3, -3, -1, -2, -1, -3, -3]",0.32351777
stinkingly,-1.3,1.55242,"[-2, -3, -3, -2, -2, 1, -2, 2, -1, -1]",0.38812378
stinko,-1.5,0.80623,"[-1, -2, -2, -2, 0, -1, -2, -1, -1, -3]",0.5079567
stinkpot,-2.5,0.92195,"[-4, -1, -3, -4, -2, -2, -3, -2, -2, -2]",0.4428007
stinkpots,-0.7,1.26886,"[-1, -3, -2, -1, 0, 2, 0, -1, 0, -1]",0.5010247
stinks,-1.0,1.34164,"[-2, -2, -1, -2, 2, -1, -2, 1, -1, -2]",0.46469092
stinkweed,-0.4,1.0198,"[-2, 0, -1, 0, 2, 0, -1, -1, 0, -1]",0.42197844
stinkwood,-0.1,1.13578,"[0, -2, 0, 0, 0, -2, 1, 0, 2, 0]",0.46803468
stinky,-1.5,0.5,"[-2, -1, -1, -2, -1, -1, -2, -2, -1, -2]",0.43538392
stolen,-2.2,0.9798,"[-3, -2, -2, -1, -3, -2, -3, 0, -3, -3]",0.36307594
stop,-1.2,0.87178,"[-1, 0, -2, -2, 0, -1, -2, -2, 0, -2]",0.47074193
stopped,-0.9,0.53852,"[-1, -1, -1, -1, -2, -1, -1, -1, 0, 0]",0.4835926
stopping,-0.6,0.66332,"[-1, 0, 0, -1, 0, 0, 0, -1, -2, -1]",0.46460178
stops,-0.6,0.8,"[-1, -1, 0, 0, -2, 0, -2, 0, 0, 0]",0.5002538
stout,0.7,1.34536,"[2, 0, 3, 1, 2, 1, 0, 0, -2, 0]",0.54232156
straight,0.9,1.04403,"[2, 0, 1, 0, 0, 0, 1, 2, 3, 0]",0.5932815
strain,-0.2,0.9798,"[0, 0, -2, 0, -1, 2, 0, -1, 0, 0]",0.45530897
strained,-1.7,0.78102,"[0, -2, -1, -1, -2, -2, -2, -3, -2, -2]",0.4495284
strainer,-0.8,1.249,"[2, -2, -1, 0, -1, 0, -2, 0, -2, -2]",0.44371825
strainers,-0.3,0.45826,"[0, 0, 0, 0, -1, -1, 0, -1, 0, 0]",0.4768486
straining,-1.3,0.78102,"[0, -3, -2, -1, -1, -1, -1, -1, -2, -1]",0.44214657
strains,-1.2,0.4,"[-1, -1, -1, -2, -1, -2, -1, -1, -1, -1]",0.51185554
strange,-0.8,0.74833,"[0, -1, -1, 0, -2, 0, -1, -2, 0, -1]",0.49524674
strangely,-1.2,0.87178,"[0, -1, -2, -2, 0, -3, -1, -1, -1, -1]",0.64922583
strangled,-2.5,1.0247,"[-1, -1, -3, -3, -3, -3, -1, -4, -3, -3]",0.32535636
strength,2.2,0.6,"[1, 2, 2, 3, 2, 3, 3, 2, 2, 2]",0.6316949
strengthen,1.3,0.64031,"[1, 1, 2, 1, 2, 1, 2, 0, 2, 1]",0.55017525
strengthened,1.8,0.4,"[2, 2, 2, 2, 1, 2, 2, 1, 2, 2]",0.5265352
strengthener,1.8,0.6,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2]",0.5931038
strengtheners,1.4,0.91652,"[1, 2, 1, 2, 3, 0, 2, 0, 2, 1]",0.54726994
strengthening,2.2,0.74833,"[3, 3, 1, 1, 2, 2, 2, 2, 3, 3]",0.54942244
strengthens,2.0,0.63246,"[3, 2, 1, 2, 2, 3, 2, 1, 2, 2]",0.6320542
strengths,1.7,0.64031,"[2, 1, 3, 1, 2, 1, 2, 1, 2, 2]",0.5966746
stress,-1.8,0.6,"[-1, -2, -2, -1, -2, -1, -2, -3, -2, -2]",0.26436245
stressed,-1.4,0.4899,"[-1, -1, -1, -2, -2, -1, -2, -2, -1, -1]",0.3227269
stresses,-2.0,1.0,"[-3, -3, -2, -1, -2, 0, -2, -1, -3, -3]",0.29735553
stressful,-2.3,0.45826,"[-2, -2, -2, -2, -3, -3, -2, -3, -2, -2]",0.27541736
stressfully,-2.6,0.66332,"[-2, -3, -1, -3, -3, -3, -3, -2, -3, -3]",0.31731457
stressing,-1.5,0.67082,"[-1, -2, -1, -1, -3, -1, -2, -2, -1, -1]",0.2732532
stressless,1.6,0.4899,"[1, 2, 1, 2, 1, 2, 1, 2, 2, 2]",0.33445433
stresslessness,1.6,0.8,"[1, 3, 1, 3, 2, 1, 2, 1, 1, 1]",0.29768786
stressor,-1.8,0.74833,"[-2, -1, -1, -2, -3, -2, -1, -2, -3, -1]",0.3720075
stressors,-2.1,0.83066,"[-3, -2, -2, -2, -3, -1, -3, -1, -1, -3]",0.34187093
stricken,-2.3,0.9,"[0, -2, -2, -2, -2, -3, -3, -3, -3, -3]",0.414088
strike,-0.5,1.11803,"[0, 0, 0, -2, -2, 1, 1, -2, -1, 0]",0.34754527
strikers,-0.6,1.0198,"[0, 0, -2, -3, 0, 0, -1, 0, 0, 0]",0.4400581
strikes,-1.5,0.92195,"[0, -2, -2, -2, -3, -1, -2, -1, 0, -2]",0.46038446
strong,2.3,0.78102,"[3, 2, 3, 3, 1, 1, 3, 2, 2, 3]",0.62505406
strongbox,0.7,0.78102,"[2, 1, 0, 0, 0, 1, 2, 1, 0, 0]",0.5535799
strongboxes,0.3,0.64031,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]",0.54643977
stronger,1.6,0.66332,"[2, 1, 1, 1, 2, 3, 2, 1, 2, 1]",0.60113513
strongest,1.9,0.9434,"[2, 3, 2, 1, 2, 2, 0, 3, 1, 3]",0.5963375
stronghold,0.5,0.80623,"[0, 2, 0, 0, 2, 0, 0, 0, 0, 1]",0.5156913
strongholds,1.0,0.89443,"[2, 2, 0, 1, 2, 2, 1, 0, 0, 0]",0.5279466
strongish,1.7,0.78102,"[1, 1, 2, 3, 1, 2, 1, 3, 2, 1]",0.57728195
strongly,1.1,0.83066,"[0, 0, 2, 2, 0, 1, 2, 2, 1, 1]",0.5560521
strongman,0.7,1.00499,"[0, 1, 3, 0, 1, -1, 1, 1, 0, 1]",0.5437297
strongmen,0.5,1.11803,"[-1, 0, 0, 3, 0, 1, 0, 2, 0, 0]",0.56201714
strongyl,0.6,1.0198,"[0, 1, 0, 0, 0, 0, 0, 2, 3, 0]",0.5925319
strongyles,0.2,1.07703,"[0, -2, 1, 1, -1, 1, 0, 0, 2, 0]",0.5895883
strongyloidosis,-0.8,1.66132,"[-2, -3, 0, 0, -2, -2, 2, -2, 2, -1]",0.34538978
strongyls,0.1,0.3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0.60074073
struck,-1.0,0.89443,"[-1, -2, -1, 0, -2, -2, -1, -1, 1, -1]",0.41570023
struggle,-1.3,0.45826,"[-2, -1, -2, -1, -2, -1, -1, -1, -1, -1]",0.4241434
struggled,-1.4,0.66332,"[-2, -2, -1, -1, -1, -1, -2, -2, 0, -2]",0.35376748
struggler,-1.1,0.7,"[-1, -1, -1, -1, 0, -1, -2, -2, 0, -2]",0.41683263
strugglers,-1.4,0.4899,"[-1, -2, -1, -1, -2, -1, -2, -2, -1, -1]",0.43644276
struggles,-1.5,0.5,"[-2, -2, -1, -1, -1, -1, -2, -2, -1, -2]",0.38496494
struggling,-1.8,0.6,"[-2, -2, -2, -2, -1, -1, -2, -2, -3, -1]",0.36275363
stubborn,-1.7,1.00499,"[0, -1, -2, -2, -2, -4, -1, -2, -1, -2]",0.3867096
stubborner,-1.5,1.20416,"[-2, -3, -1, -1, -2, 1, -3, -2, 0, -2]",0.3335185
stubbornest,-0.6,1.62481,"[-2, 4, -2, -1, -1, 0, -1, -1, -1, -1]",0.36104065
stubbornly,-1.4,0.4899,"[-2, -2, -1, -2, -1, -1, -2, -1, -1, -1]",0.40887067
stubbornness,-1.1,0.53852,"[-1, -1, 0, -2, -1, -1, -1, -2, -1, -1]",0.3734922
stubbornnesses,-1.5,0.80623,"[-1, -2, -3, -1, -1, -3, -1, -1, -1, -1]",0.36866733
stuck,-1.0,0.44721,"[-1, -1, -1, -1, 0, -1, -1, -1, -1, -2]",0.45510182
stunk,-1.6,1.68523,"[-2, -2, -3, 2, -2, -3, -3, 1, -1, -3]",0.5260504
stunned,-0.4,1.28062,"[-1, -3, -1, 0, -1, -1, 0, 2, 1, 0]",0.5790214
stunning,1.6,1.42829,"[0, 0, 3, 2, 2, 4, 3, 0, 2, 0]",0.7333152
stuns,0.1,1.04403,"[1, 0, -1, -2, 0, 1, 1, -1, 1, 1]",0.5411944
stupid,-2.4,0.66332,"[-2, -3, -3, -2, -3, -3, -2, -1, -2, -3]",0.39815265
stupider,-2.5,0.5,"[-3, -2, -3, -3, -2, -2, -3, -2, -3, -2]",0.38248235
stupidest,-2.4,0.66332,"[-2, -3, -2, -3, -1, -3, -3, -2, -2, -3]",0.41260737
stupidities,-2.0,0.7746,"[-2, -3, -2, -1, -3, -1, -3, -1, -2, -2]",0.4086347
stupidity,-1.9,0.3,"[-2, -2, -2, -2, -2, -2, -1, -2, -2, -2]",0.37859315
stupidly,-2.0,0.7746,"[-1, -2, -3, -3, -1, -3, -2, -1, -2, -2]",0.43533534
stupidness,-1.7,0.64031,"[-3, -1, -2, -1, -2, -1, -2, -2, -1, -2]",0.37264445
stupidnesses,-2.6,0.8,"[-2, -2, -2, -4, -4, -3, -3, -2, -2, -2]",0.3897978
stupids,-2.3,0.64031,"[-2, -3, -1, -3, -2, -3, -3, -2, -2, -2]",0.40276757
stutter,-1.0,0.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0.40017793
stuttered,-0.9,1.04403,"[-1, -1, 2, -1, -1, -1, -2, -2, -1, -1]",0.41257748
stutterer,-1.0,1.18322,"[-1, -1, 2, -1, -1, -1, -3, -2, -1, -1]",0.3668952
stutterers,-1.1,0.53852,"[-1, -1, -1, 0, -1, -1, -2, -2, -1, -1]",0.38886932
stuttering,-1.3,0.9,"[-1, -1, -1, 0, -3, -1, -1, -1, -3, -1]",0.39232084
stutters,-1.0,0.63246,"[-1, -1, -1, -2, 0, -2, 0, -1, -1, -1]",0.41951355
suave,2.0,0.44721,"[2, 3, 2, 2, 2, 1, 2, 2, 2, 2]",0.5677284
submissive,-1.3,0.9,"[-1, 0, -1, -3, -1, 0, -1, -2, -2, -2]",0.48540875
submissively,-1.0,1.18322,"[-1, -1, -1, -1, 2, -1, -1, -2, -3, -1]",0.507972
submissiveness,-0.7,0.78102,"[-2, 0, -1, 0, -1, 0, -2, 0, -1, 0]",0.48120135
substantial,0.8,0.6,"[2, 0, 1, 1, 0, 0, 1, 1, 1, 1]",0.5506083
subversive,-0.9,1.81384,"[-3, 0, -4, -1, -2, -1, 2, -1, 2, -1]",0.4130052
succeed,2.2,0.74833,"[2, 3, 2, 2, 2, 1, 2, 4, 2, 2]",0.5789753
succeeded,1.8,0.87178,"[2, 2, 1, 2, 2, 0, 2, 3, 3, 1]",0.65029764
succeeder,1.2,1.07703,"[1, 0, 0, 2, 2, 0, 0, 3, 2, 2]",0.57086104
succeeders,1.3,0.64031,"[2, 0, 2, 1, 2, 1, 1, 1, 1, 2]",0.63048065
succeeding,2.2,1.16619,"[2, 3, 0, 3, 4, 3, 1, 1, 2, 3]",0.6104618
succeeds,2.2,0.9798,"[4, 1, 4, 1, 2, 2, 2, 2, 2, 2]",0.59284765
success,2.7,0.64031,"[4, 3, 2, 2, 3, 2, 3, 3, 2, 3]",0.7262386
successes,2.6,0.66332,"[2, 4, 3, 3, 2, 3, 2, 2, 3, 2]",0.6781145
successful,2.8,0.6,"[3, 3, 2, 3, 4, 3, 3, 3, 2, 2]",0.70430344
successfully,2.2,0.6,"[2, 2, 1, 2, 2, 2, 3, 3, 2, 3]",0.6526101
successfulness,2.7,0.78102,"[3, 3, 4, 3, 3, 2, 3, 2, 1, 3]",0.73629445
succession,0.8,0.87178,"[2, 0, 1, 2, 0, 2, 1, 0, 0, 0]",0.60186917
successional,0.9,1.04403,"[0, 1, 0, 2, 3, 0, 0, 1, 2, 0]",0.59690857
successionally,1.1,1.13578,"[2, 2, 0, 0, 0, 0, 2, 3, 0, 2]",0.58946717
successions,0.1,0.3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.5994646
successive,1.1,1.13578,"[3, 0, 0, 1, 3, 2, 1, 0, 1, 0]",0.6480101
successively,0.9,1.04403,"[1, 0, 0, 1, 3, 0, 2, 0, 2, 0]",0.63293606
successiveness,1.0,1.0,"[0, 1, 2, 0, 3, 1, 1, 2, 0, 0]",0.6582589
successor,0.9,0.83066,"[0, 2, 0, 0, 1, 2, 2, 1, 1, 0]",0.57597834
successors,1.1,1.04403,"[2, 0, 1, 2, 0, 1, 3, 0, 2, 0]",0.6048869
suck,-1.9,1.04403,"[-1, -1, -1, -2, -1, -1, -3, -4, -3, -2]",0.37636584
sucked,-2.0,0.89443,"[-2, -2, -1, -1, -1, -3, -4, -2, -2, -2]",0.36866754
sucker,-2.4,1.2,"[-3, -1, -1, -2, -1, -4, -4, -2, -4, -2]",0.37107456
suckered,-2.0,1.0,"[-2, -1, -1, -3, -3, -1, -1, -2, -2, -4]",0.35040304
suckering,-2.1,0.7,"[-2, -3, -2, -1, -2, -3, -3, -2, -1, -2]",0.33780763
suckers,-2.3,1.00499,"[-2, -1, -2, -4, -1, -2, -3, -2, -4, -2]",0.3799488
sucks,-1.5,1.28452,"[-1, -2, -2, -1, -3, -4, -1, 1, -1, -1]",0.27402604
sucky,-1.9,0.9434,"[-1, -2, -2, -1, -2, -4, -1, -1, -3, -2]",0.30910817
suffer,-2.5,0.67082,"[-3, -3, -2, -2, -3, -3, -3, -2, -1, -3]",0.31816506
suffered,-2.2,0.74833,"[-3, -2, -1, -3, -2, -3, -1, -3, -2, -2]",0.29917163
sufferer,-2.0,0.63246,"[-3, -2, -2, -2, -2, -3, -1, -2, -2, -1]",0.31414753
sufferers,-2.4,0.8,"[-1, -3, -3, -2, -1, -2, -3, -3, -3, -3]",0.3138186
suffering,-2.1,0.83066,"[-2, -1, -3, -2, -1, -2, -3, -3, -1, -3]",0.27948728
suffers,-2.1,0.7,"[-3, -2, -1, -2, -2, -2, -3, -1, -3, -2]",0.36166555
suicidal,-3.5,0.67082,"[-4, -4, -4, -4, -3, -4, -3, -3, -2, -4]",0.36815554
suicide,-3.5,0.67082,"[-4, -3, -4, -4, -4, -2, -3, -4, -4, -3]",0.33077067
suing,-1.1,1.13578,"[1, -1, -1, 0, -1, -3, -1, -1, -3, -1]",0.38364577
sulking,-1.5,0.67082,"[-2, -1, -3, -1, -1, -2, -1, -2, -1, -1]",0.4011516
sulky,-0.8,1.77764,"[-3, 3, -2, -3, 0, -2, 0, -1, 1, -1]",0.38848898
sullen,-1.7,1.00499,"[0, -2, -2, -1, -1, -4, -2, -1, -2, -2]",0.49484533
sunnier,2.3,0.64031,"[3, 2, 3, 2, 3, 2, 2, 1, 3, 2]",0.6691752
sunniest,2.4,1.28062,"[2, 0, 4, 2, 1, 3, 2, 4, 4, 2]",0.7239309
sunny,1.8,0.87178,"[2, 2, 1, 2, 0, 2, 3, 3, 2, 1]",0.75599647
sunshine,2.2,0.6,"[3, 1, 2, 2, 2, 2, 2, 3, 3, 2]",0.8439549
sunshiny,1.9,0.7,"[2, 2, 3, 1, 2, 2, 1, 3, 1, 2]",0.7392354
super,2.9,0.7,"[4, 2, 4, 3, 3, 3, 2, 3, 2, 3]",0.652501
superb,3.1,0.9434,"[3, 4, 2, 4, 3, 1, 3, 3, 4, 4]",0.68425375
superior,2.5,1.11803,"[2, 3, 1, 3, 3, 0, 3, 3, 4, 3]",0.5373429
superiorities,0.8,1.6,"[-1, 1, 3, -1, -1, 2, 2, 1, 3, -1]",0.5762772
superiority,1.4,1.2,"[0, 1, -1, 3, 1, 2, 2, 2, 3, 1]",0.60793096
superiorly,2.2,1.4,"[4, 3, 1, 2, 3, -1, 2, 4, 2, 2]",0.5833413
superiors,1.0,1.0,"[3, 0, 0, 1, 2, 1, 1, 2, 0, 0]",0.5111171
support,1.7,0.9,"[1, 1, 1, 2, 1, 3, 3, 3, 1, 1]",0.6186355
supported,1.3,0.45826,"[2, 1, 2, 1, 1, 2, 1, 1, 1, 1]",0.6171728
supporter,1.1,0.3,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0.57535636
supporters,1.9,0.7,"[1, 1, 1, 2, 2, 3, 2, 2, 3, 2]",0.60664755
supporting,1.9,0.9434,"[3, 2, 1, 1, 3, 3, 1, 1, 3, 1]",0.6208958
supportive,1.2,0.4,"[1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",0.710624
supportiveness,1.5,1.11803,"[3, 1, 2, 1, 3, 2, 2, 1, -1, 1]",0.7786409
supports,1.5,0.67082,"[2, 1, 2, 0, 2, 2, 2, 1, 1, 2]",0.5759514
supremacies,0.8,1.72047,"[3, -2, 3, 0, 0, 2, -1, 3, 0, 0]",0.5208008
supremacist,0.5,2.15639,"[3, 2, -3, 1, 2, 2, 2, -2, 1, -3]",0.37348795
supremacists,-1.0,1.89737,"[-4, -2, -1, -3, -2, 2, 2, 0, 0, -2]",0.43746853
supremacy,0.2,1.77764,"[-1, -2, 0, 3, 2, 0, -3, 0, 1, 2]",0.5424434
suprematists,0.4,1.56205,"[2, 1, 0, 0, 2, 2, 2, -2, -1, -2]",0.4860209
supreme,2.6,1.11355,"[2, 3, 2, 1, 4, 2, 1, 3, 4, 4]",0.6282051
supremely,2.7,1.00499,"[2, 4, 1, 4, 2, 4, 2, 3, 2, 3]",0.58801717
supremeness,2.3,0.64031,"[1, 2, 2, 3, 3, 2, 2, 3, 3, 2]",0.6148747
supremer,2.3,1.1,"[4, 3, 3, 0, 1, 2, 3, 2, 3, 2]",0.54215014
supremest,2.2,1.98997,"[4, 3, 1, 0, 4, 4, -2, 3, 1, 4]",0.6424382
supremo,1.9,1.3,"[1, 0, 3, 0, 4, 3, 1, 3, 2, 2]",0.56350476
supremos,1.3,0.78102,"[0, 2, 2, 1, 0, 2, 2, 1, 2, 1]",0.58125544
sure,1.3,0.64031,"[1, 1, 3, 1, 1, 2, 1, 1, 1, 1]",0.6148385
surefire,1.0,0.7746,"[1, 1, 0, 2, 2, 1, 0, 1, 2, 0]",0.62661004
surefooted,1.9,0.83066,"[0, 3, 2, 2, 2, 2, 1, 2, 3, 2]",0.49265385
surefootedly,1.6,0.91652,"[1, 1, 2, 0, 2, 1, 3, 3, 1, 2]",0.4928164
surefootedness,1.5,1.20416,"[2, 1, 4, 1, 0, 3, 2, 1, 1, 0]",0.5062736
surely,1.9,0.7,"[2, 2, 2, 1, 1, 1, 3, 2, 3, 2]",0.62536216
sureness,2.0,0.7746,"[2, 3, 2, 1, 2, 1, 3, 3, 2, 1]",0.6282717
surer,1.2,1.32665,"[1, 1, 3, 1, 3, 2, 1, -2, 1, 1]",0.5156698
surest,1.3,0.78102,"[2, 0, 2, 2, 2, 1, 0, 1, 1, 2]",0.54610956
sureties,1.3,0.9,"[2, 0, 2, 0, 2, 2, 1, 2, 0, 2]",0.6037687
surety,1.0,0.44721,"[1, 1, 1, 1, 1, 0, 1, 1, 2, 1]",0.55262756
suretyship,-0.1,1.51327,"[-1, 0, 0, -2, -1, 2, -2, 3, 0, 0]",0.5752095
suretyships,0.4,0.66332,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 2]",0.555635
surprisal,1.5,0.80623,"[3, 1, 1, 2, 1, 2, 2, 1, 2, 0]",0.59157926
surprisals,0.7,1.1,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 3]",0.5812436
surprise,1.1,1.04403,"[0, 2, 0, 2, 3, 0, 1, 1, 2, 0]",0.74689484
surprised,0.9,0.9434,"[2, 0, 0, 0, 0, 2, 2, 1, 2, 0]",0.8262657
surpriser,0.6,0.66332,"[2, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0.58823216
surprisers,0.3,1.00499,"[2, 0, 1, 1, 0, 0, -2, 1, 0, 0]",0.60598665
surprises,0.9,0.7,"[2, 0, 0, 0, 1, 1, 2, 1, 1, 1]",0.7302452
surprising,1.1,0.9434,"[1, 1, 1, 0, 0, 2, 0, 1, 3, 2]",0.77542984
surprisingly,1.2,0.87178,"[1, 0, 2, 0, 0, 2, 2, 1, 2, 2]",0.7716787
survived,2.3,0.78102,"[3, 4, 2, 2, 2, 1, 2, 3, 2, 2]",0.69395936
surviving,1.2,0.87178,"[1, 3, 1, 0, 2, 0, 1, 1, 1, 2]",0.6683957
survivor,1.5,1.0247,"[1, 3, 2, 3, 1, 0, 0, 1, 2, 2]",0.58079535
suspect,-1.2,0.9798,"[0, -1, -1, -2, -2, -2, 1, -1, -2, -2]",0.4054268
suspected,-0.9,1.13578,"[-1, 0, -1, -2, -1, -1, -2, 2, -2, -1]",0.44363073
suspecting,-0.7,1.34536,"[-1, 2, -1, -1, -1, 1, -2, -1, -3, 0]",0.41932717
