sign,negative,positive,neutral,predicted,loss
courageousness,2.1,0.7,"[3, 3, 1, 2, 1, 2, 2, 2, 3, 2]",1.1439562,0.9560438156127931
cutenesses,1.9,0.53852,"[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]",2.8562098,0.9562097549438477
feudalisms,-0.2,0.74833,"[0, 0, 0, 0, 0, 0, -1, 0, -2, 1]",-1.156858,0.956857967376709
importancy,1.4,0.66332,"[2, 1, 2, 2, 1, 2, 1, 0, 2, 1]",0.44299126,0.9570087432861327
sorrowful,-2.2,0.6,"[-3, -3, -2, -2, -2, -2, -3, -1, -2, -2]",-1.2428265,0.957173538208008
granting,1.3,0.45826,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]",0.34237003,0.9576299667358399
molesting,-2.8,1.72047,"[-4, -4, -4, -4, -3, -4, -1, -1, 1, -4]",-3.7577472,0.9577471733093263
pardoned,0.9,0.9434,"[1, 1, 1, 1, 1, 1, 1, 0, 3, -1]",-0.058928967,0.9589289665222168
blamelessness,0.6,1.35647,"[0, 2, 1, 2, 1, 0, 1, -3, 1, 1]",-0.35892963,0.9589296340942383
grouched,-0.8,0.9798,"[-2, -1, -2, -2, 1, -1, 0, 0, 0, -1]",-1.7594223,0.9594223022460937
boreen,0.1,0.3,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-0.85943365,0.959433650970459
strongly,1.1,0.83066,"[0, 0, 2, 2, 0, 1, 2, 2, 1, 1]",0.14036894,0.9596310615539552
phobia,-1.6,1.0198,"[-2, -2, 1, -2, -3, -1, -1, -2, -2, -2]",-0.6397314,0.9602685928344727
admiralties,1.6,0.66332,"[2, 2, 2, 1, 0, 2, 2, 2, 1, 2]",0.6396661,0.9603339195251466
excellently,3.1,0.7,"[4, 3, 3, 3, 2, 3, 3, 4, 4, 2]",2.1393743,0.9606257438659669
trustworthily,2.3,0.9,"[3, 1, 2, 2, 2, 1, 3, 4, 3, 2]",1.3391023,0.9608977317810057
temper,-1.8,0.4,"[-1, -2, -2, -2, -2, -2, -2, -2, -1, -2]",-0.8389101,0.9610898971557618
sorrowfulness,-2.5,0.67082,"[-4, -3, -2, -3, -2, -3, -2, -2, -2, -2]",-1.5389068,0.9610931873321533
collides,-1.1,1.22066,"[-2, -2, -1, -1, 0, -2, 2, -2, -1, -2]",-0.1384387,0.9615612983703614
fuckface,-3.2,1.07703,"[-4, -2, -4, -1, -4, -4, -2, -4, -3, -4]",-2.2383,0.9616999149322512
apathies,-0.6,1.0198,"[-1, -1, -1, -2, 0, 1, -1, -2, 1, 0]",0.36193514,0.9619351387023926
mockery,-1.3,0.45826,"[-2, -1, -1, -1, -1, -1, -2, -2, -1, -1]",-0.33740044,0.9625995635986329
tragedies,-1.9,1.86815,"[-3, -4, -2, 2, -3, -4, -2, 1, -2, -2]",-0.937274,0.9627260208129882
painless,1.2,0.87178,"[1, 2, -1, 1, 2, 1, 2, 1, 2, 1]",2.1631866,0.9631865501403809
annoyed,-1.6,1.11355,"[-3, -1, 1, -3, -1, -1, -2, -2, -2, -2]",-2.5640328,0.9640327930450439
glamorize,1.7,1.1,"[1, 2, 1, 4, 2, 0, 3, 1, 2, 1]",0.73560476,0.9643952369689941
murderees,-3.1,0.7,"[-2, -4, -3, -4, -3, -2, -3, -3, -4, -3]",-2.135526,0.9644740581512452
magnificently,3.4,0.66332,"[3, 3, 3, 4, 4, 2, 4, 4, 3, 4]",2.4353466,0.9646533966064452
pitifulness,-1.2,1.77764,"[-3, -2, -1, -3, -2, -1, 3, 1, -2, -2]",-2.1646676,0.9646676063537598
efficiency,1.5,0.5,"[2, 1, 2, 2, 1, 2, 1, 1, 2, 1]",0.5351205,0.9648795127868652
shakiness,-0.7,1.1,"[2, -1, -1, -1, -2, -1, -1, -2, 0, 0]",0.26504993,0.965049934387207
battlefront,-1.2,0.87178,"[-1, 0, -2, -1, 0, -3, -1, -2, -1, -1]",-0.23493719,0.9650628089904785
loyally,2.1,0.7,"[3, 2, 2, 2, 1, 3, 1, 2, 3, 2]",1.1333795,0.9666205406188966
engagers,1.0,0.7746,"[1, 1, 1, 0, 2, 1, 0, 2, 2, 0]",0.033341408,0.9666585922241211
revenge,-2.4,0.66332,"[-2, -3, -2, -3, -3, -3, -2, -1, -2, -3]",-1.4331837,0.9668163299560546
traumas,-2.2,1.6,"[-3, -3, -2, -4, 0, -1, -4, -3, 1, -3]",-1.2330399,0.9669601440429689
celebrated,2.7,0.78102,"[2, 3, 3, 2, 3, 4, 3, 3, 1, 3]",1.7329946,0.9670054435729982
petrifaction,-1.9,1.3,"[-3, -2, -1, -4, -3, 0, -1, 0, -2, -3]",-0.9329357,0.9670642852783202
giggly,1.0,1.41421,"[1, 2, -2, 1, 2, 3, 1, -1, 2, 1]",1.9675756,0.9675755500793457
sad,-2.1,0.9434,"[-1, -1, -2, -2, -3, -2, -3, -2, -4, -1]",-1.1321793,0.9678207397460938
greet,1.3,0.64031,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]",0.33208704,0.9679129600524903
jollification,2.2,0.74833,"[2, 3, 3, 1, 2, 1, 3, 2, 3, 2]",1.2318606,0.9681393623352053
stupidest,-2.4,0.66332,"[-2, -3, -2, -3, -1, -3, -3, -2, -2, -3]",-1.4317181,0.9682818889617919
harmonicist,0.5,0.92195,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 3]",1.4685354,0.9685354232788086
easiness,1.6,0.66332,"[2, 1, 1, 2, 3, 2, 1, 1, 2, 1]",0.63135004,0.9686499595642091
courageous,2.4,0.4899,"[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]",1.4309855,0.969014549255371
distractive,-1.6,0.4899,"[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]",-0.63085794,0.9691420555114747
alert,1.2,0.87178,"[1, 2, 0, 1, 0, 2, 2, 0, 2, 2]",0.23055935,0.9694406509399414
colluding,-1.2,1.32665,"[-1, -1, -2, -2, 0, -3, 2, -2, -1, -2]",-0.23023224,0.9697677612304687
tragicomedy,0.2,0.9798,"[0, -2, 0, 0, 0, 2, 1, 1, 0, 0]",-0.76979446,0.9697944641113281
shysters,-0.9,0.7,"[0, -2, 0, 0, -2, -1, -1, -1, -1, -1]",0.06981945,0.969819450378418
woo,2.1,1.37477,"[4, 2, 1, 3, 2, 2, -1, 2, 2, 4]",1.1296859,0.970314121246338
loneliest,-2.4,0.8,"[-3, -1, -2, -4, -2, -2, -3, -3, -2, -2]",-1.4294615,0.9705385208129882
ludicrously,-0.2,1.83303,"[3, -1, 0, -2, -1, 0, 3, -3, -1, 0]",-1.1710792,0.971079158782959
borer,-0.4,0.4899,"[0, -1, 0, 0, -1, -1, 0, 0, 0, -1]",-1.3715601,0.9715600967407226
appeases,0.9,0.53852,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 1]",-0.07175541,0.9717554092407227
curious,1.3,0.78102,"[0, 1, 0, 2, 2, 2, 1, 1, 2, 2]",0.3280034,0.9719965934753418
dick,-2.3,1.18743,"[-2, -3, -4, -2, 0, -4, -2, -1, -3, -2]",-1.3279033,0.9720967292785643
allergic,-1.2,0.4,"[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]",-2.1722505,0.972250509262085
awardee,1.8,0.6,"[2, 2, 1, 3, 2, 2, 1, 1, 2, 2]",0.82745886,0.9725411415100098
disappoint,-1.7,0.64031,"[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]",-2.6732755,0.9732754707336426
humerous,1.4,1.11355,"[-1, 2, 2, 3, 1, 1, 2, 0, 2, 2]",0.4266243,0.9733757019042968
mlm,-1.4,1.68523,"[0, -2, -2, -3, -4, -2, 0, 1, 1, -3]",-0.42611837,0.9738816261291503
pricker,-0.3,0.9,"[-1, -1, 0, 2, 0, -1, -1, -1, 0, 0]",-1.2741432,0.9741432189941406
prickers,-0.2,0.87178,"[1, -1, -1, 0, 1, -1, 0, 1, -1, -1]",-1.1747417,0.9747417449951172
merrymaking,2.2,0.6,"[3, 2, 2, 2, 2, 1, 3, 3, 2, 2]",1.2248683,0.9751317024230959
thwarted,-0.1,1.75784,"[1, -2, -3, 0, 2, 0, 2, -2, -1, 2]",-1.075499,0.9754990577697754
comediennes,1.6,1.11355,"[2, 1, 3, 0, 0, 3, 1, 1, 2, 3]",0.62413025,0.9758697509765626
buoyant,0.9,0.83066,"[0, 1, 1, 2, 1, 0, 0, 2, 0, 2]",-0.0760293,0.9760293006896973
pitilessly,-2.1,0.7,"[-2, -2, -1, -3, -3, -1, -3, -2, -2, -2]",-1.1236758,0.9763241767883302
acceptance,2.0,0.63246,"[3, 1, 3, 2, 1, 2, 2, 2, 2, 2]",1.0234051,0.9765949249267578
|o:,-0.9,0.53852,"[-1, 0, -1, -2, -1, 0, -1, -1, -1, -1]",0.077786446,0.9777864456176758
fucks,-2.1,1.13578,"[-3, -2, -1, -1, -1, -2, -4, -2, -4, -1]",-1.1217403,0.9782596588134767
dynamites,-0.3,1.73494,"[0, 0, 4, -1, -1, 0, 0, 0, -2, -3]",0.6782694,0.978269386291504
timorous,-0.8,0.9798,"[-2, -1, -1, -1, -1, -2, -1, 1, 1, -1]",0.17851162,0.9785116195678711
uncredited,-1.0,1.09545,"[-1, -2, -2, 2, -1, -2, -1, -1, -1, -1]",-0.021412373,0.9785876274108887
honorers,1.3,0.45826,"[1, 1, 2, 2, 1, 1, 2, 1, 1, 1]",0.32136774,0.9786322593688965
restful,1.5,0.67082,"[1, 1, 1, 1, 2, 1, 2, 1, 2, 3]",0.5203581,0.9796419143676758
lurking,-0.5,1.11803,"[1, -1, -1, 0, -1, -2, 1, -2, 1, -1]",-1.4798226,0.9798226356506348
outrages,-2.3,1.00499,"[-3, -2, -2, -1, -3, -3, -1, -4, -1, -3]",-1.3200026,0.9799974441528319
sociable,1.9,0.7,"[1, 1, 2, 3, 1, 2, 2, 2, 3, 2]",0.9191189,0.980881118774414
surprisal,1.5,0.80623,"[3, 1, 1, 2, 1, 2, 2, 1, 2, 0]",0.51887035,0.9811296463012695
exhilarated,3.0,0.63246,"[3, 3, 3, 3, 2, 2, 4, 4, 3, 3]",2.018385,0.9816150665283203
improvements,1.3,0.64031,"[0, 2, 2, 1, 2, 2, 1, 1, 1, 1]",0.31818867,0.9818113327026368
faille,0.1,0.3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",-0.88295317,0.9829531669616699
cutes,1.8,0.87178,"[1, 2, 3, 0, 1, 2, 2, 2, 3, 2]",2.783327,0.9833271026611328
wickedly,-2.1,0.83066,"[-2, -2, -1, -3, -2, -3, -1, -3, -1, -3]",-1.1165767,0.9834233283996583
complaint,-1.2,1.249,"[-1, -1, -2, -2, -1, -3, -1, -1, 2, -2]",-2.1835582,0.9835582256317139
disturbingly,-2.3,0.78102,"[-2, -2, -1, -3, -4, -3, -2, -2, -2, -2]",-1.3164296,0.9835703849792479
courage,2.2,0.74833,"[2, 3, 1, 2, 3, 2, 3, 3, 1, 2]",1.2163916,0.9836084365844728
hardship,-1.3,1.84662,"[-2, 2, -4, -1, -2, -3, -1, -2, 2, -2]",-0.31592274,0.984077262878418
motherfucker,-3.6,0.66332,"[-3, -4, -4, -4, -4, -2, -4, -3, -4, -4]",-2.615719,0.9842809200286866
depressurization,-0.3,0.78102,"[1, 0, 0, -1, -1, 0, -2, 0, 0, 0]",-1.2845402,0.9845401763916015
neats,1.1,0.53852,"[2, 1, 2, 1, 0, 1, 1, 1, 1, 1]",0.11509228,0.9849077224731446
optimisation,1.6,0.8,"[3, 1, 1, 1, 2, 1, 1, 3, 2, 1]",0.6149306,0.9850693702697755
oversells,0.3,1.26886,"[-1, -1, 0, 0, 2, 2, 2, -1, 1, -1]",-0.68614817,0.9861481666564942
eases,1.3,0.78102,"[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]",0.31359482,0.9864051818847657
libertine,-0.9,1.44568,"[0, -1, 0, 0, -1, -3, 2, -2, -1, -3]",0.08645439,0.9864543914794922
lowlights,-0.3,0.78102,"[0, 0, -1, 1, -2, -1, 0, 0, 0, 0]",0.6867776,0.9867775917053223
agonised,-2.3,0.64031,"[-2, -3, -3, -2, -2, -2, -2, -3, -1, -3]",-1.313077,0.986923027038574
wisecracking,-0.6,0.4899,"[0, 0, -1, 0, -1, 0, -1, -1, -1, -1]",0.38742018,0.9874201774597168
odd,-1.3,0.45826,"[-1, -1, -2, -1, -1, -1, -2, -1, -2, -1]",-0.31182957,0.9881704330444336
distrusted,-2.4,0.66332,"[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]",-1.4117951,0.9882048606872558
doomsayings,-1.5,0.92195,"[-2, -1, -1, -2, -2, 0, 0, -2, -3, -2]",-0.51176023,0.9882397651672363
piss,-1.7,0.9,"[-2, -1, -1, -2, -1, -3, -3, 0, -2, -2]",-0.7112746,0.9887253761291503
brighteners,1.0,0.89443,"[0, 1, 0, 1, 1, 3, 0, 1, 2, 1]",1.9887695,0.98876953125
successfully,2.2,0.6,"[2, 2, 1, 2, 2, 2, 3, 3, 2, 3]",1.2109885,0.9890114784240724
escape,0.7,1.00499,"[2, 0, 0, 1, 0, 1, 0, 3, 0, 0]",-0.28930712,0.9893071174621582
optimized,2.0,0.44721,"[1, 3, 2, 2, 2, 2, 2, 2, 2, 2]",1.0106101,0.9893898963928223
pissoir,-0.8,1.4,"[-2, 0, 0, -2, -1, -3, 0, -2, 0, 2]",0.1898365,0.9898365020751954
destructiveness,-2.4,0.91652,"[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]",-1.409986,0.9900139808654784
devoted,1.7,1.34536,"[2, -1, 3, 2, 1, 0, 1, 3, 3, 3]",0.7094097,0.9905902862548828
amuses,1.7,0.64031,"[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]",0.7091985,0.9908015251159668
grimace,-1.0,2.14476,"[-4, -3, -2, -2, 2, -1, -1, -3, 2, 2]",-0.008956909,0.9910430908203125
meritorious,2.1,0.53852,"[3, 2, 2, 2, 2, 2, 2, 2, 3, 1]",1.108038,0.9919620513916017
unimpressed,-1.4,0.66332,"[-1, -1, -1, -2, -1, -2, -1, -1, -3, -1]",-0.40794182,0.9920581817626952
playfulness,1.2,0.87178,"[2, 1, 2, -1, 1, 2, 1, 2, 1, 1]",2.192421,0.9924209594726563
adversarial,-1.5,0.92195,"[-2, 0, -1, -3, -2, -2, 0, -1, -2, -2]",-0.5072403,0.9927597045898438
defeating,-1.6,0.66332,"[-2, -2, -1, -1, -1, -1, -2, -2, -3, -1]",-0.6070757,0.9929243087768556
wickednesses,-2.2,1.16619,"[-1, -2, -4, -2, -3, -1, -3, -4, -1, -1]",-1.2068081,0.9931919097900392
stubbornest,-0.6,1.62481,"[-2, 4, -2, -1, -1, 0, -1, -1, -1, -1]",-1.5932224,0.9932223796844483
nurturer,1.9,0.83066,"[2, 1, 3, 3, 3, 1, 2, 2, 1, 1]",0.90675116,0.9932488441467284
emptiest,-1.8,1.07703,"[-1, -2, -2, -1, -1, -2, -3, 0, -4, -2]",-0.80669403,0.9933059692382813
jollily,2.7,0.64031,"[3, 3, 3, 3, 3, 3, 3, 1, 3, 2]",1.7063413,0.9936587333679201
molesters,-2.2,1.66132,"[-2, -4, -3, -3, -3, 1, 1, -3, -3, -3]",-3.193718,0.9937179565429686
comedowns,-0.9,0.53852,"[-1, -1, -1, -1, 0, -2, 0, -1, -1, -1]",0.09475374,0.9947537422180176
horribles,-2.1,0.7,"[-2, -4, -2, -2, -1, -2, -2, -2, -2, -2]",-1.1049957,0.9950042724609376
confrontationists,-1.2,1.46969,"[-2, -3, -1, -2, 2, 1, -1, -2, -2, -2]",-2.19504,0.995039987564087
contemptuous,-2.2,1.83303,"[-2, -3, -4, -2, -3, -3, 3, -2, -3, -3]",-1.2048445,0.9951555252075197
lown,0.9,1.13578,"[2, 2, 1, -1, 0, 1, 2, -1, 1, 2]",-0.09519625,0.9951962471008301
cheerier,2.6,0.4899,"[2, 2, 3, 3, 2, 3, 3, 2, 3, 3]",1.6047015,0.9952984809875489
popularize,1.3,0.64031,"[2, 2, 0, 2, 1, 1, 1, 1, 2, 1]",0.30431604,0.9956839561462403
visioning,1.1,0.9434,"[1, 2, 0, 0, 3, 0, 1, 1, 2, 1]",0.10429764,0.995702362060547
toughening,0.9,0.83066,"[0, 2, 2, 1, 1, 0, 1, 0, 0, 2]",-0.09614849,0.9961484909057617
favourer,1.6,0.4899,"[1, 2, 2, 1, 1, 2, 2, 2, 1, 2]",0.6030717,0.9969283103942872
surely,1.9,0.7,"[2, 2, 2, 1, 1, 1, 3, 2, 3, 2]",0.9030509,0.9969491004943847
adores,1.6,0.66332,"[2, 1, 3, 2, 2, 1, 1, 1, 2, 1]",2.596982,0.9969820022583007
attacking,-2.0,0.89443,"[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]",-2.997354,0.9973540306091309
killdeer,-1.1,1.04403,"[-3, 0, 0, -1, -2, 0, -1, -2, -2, 0]",-2.0976007,0.9976006984710692
gratz,2.0,0.89443,"[2, 3, 2, 1, 1, 1, 2, 2, 4, 2]",1.0018363,0.9981637001037598
hostility,-2.5,0.80623,"[-2, -2, -3, -3, -3, -2, -4, -2, -3, -1]",-1.5013168,0.9986832141876221
join,1.2,0.74833,"[2, 2, 1, 2, 1, 0, 1, 2, 0, 1]",0.20125675,0.9987432479858398
approval,2.1,0.53852,"[2, 2, 2, 2, 2, 1, 3, 3, 2, 2]",1.1005688,0.9994312286376954
splendid,2.8,0.9798,"[4, 2, 3, 4, 2, 2, 3, 1, 3, 4]",1.800106,0.9998939514160154
troubleshooter,1.0,0.89443,"[0, 0, 0, 1, 2, 2, 0, 1, 2, 2]",8.6307526e-05,0.9999136924743652
pressureless,1.0,1.26491,"[2, 0, 1, -1, -1, 2, 1, 2, 1, 3]",-0.00043344498,1.0004334449768066
agonizes,-2.3,1.18743,"[-1, -3, -4, -3, -3, -2, -1, -3, 0, -3]",-1.2995028,1.0004971504211424
infatuated,0.2,1.72047,"[3, 2, 0, 3, -1, -1, -2, 0, -1, -1]",1.2005582,1.0005581855773926
angered,-2.3,0.78102,"[-2, -3, -2, -4, -2, -2, -3, -2, -2, -1]",-1.2991991,1.0008008956909178
sentenced,-0.1,1.3,"[0, -2, 2, -1, 0, -2, 2, 0, 0, 0]",-1.1012311,1.0012310981750487
stupidly,-2.0,0.7746,"[-1, -2, -3, -3, -1, -3, -2, -1, -2, -2]",-0.99857616,1.0014238357543945
boreholes,-0.2,0.74833,"[0, 0, 0, 0, 0, 1, -1, 0, -2, 0]",-1.2014756,1.0014756202697754
esteemed,1.9,0.83066,"[3, 2, 1, 2, 3, 1, 1, 2, 3, 1]",0.8982568,1.001743221282959
uglify,-2.1,0.9434,"[-3, -3, -1, -4, -2, -2, -1, -2, -1, -2]",-1.0976281,1.002371883392334
blesses,2.6,0.66332,"[1, 3, 3, 3, 3, 3, 2, 3, 2, 3]",1.5975871,1.0024128913879395
petrified,-2.5,0.92195,"[-4, -3, -2, -1, -2, -3, -2, -2, -2, -4]",-1.495945,1.0040550231933594
stank,-1.9,1.04403,"[-2, -2, -2, -1, -2, -4, -3, 0, -1, -2]",-0.89588165,1.0041183471679687
prizes,2.0,1.09545,"[3, 3, 2, 0, 2, 1, 2, 4, 1, 2]",0.99571323,1.004286766052246
honorary,1.4,0.91652,"[2, 2, 2, 3, 1, 1, 0, 1, 2, 0]",0.39499664,1.0050033569335937
bravery,2.2,0.74833,"[1, 2, 2, 2, 3, 2, 3, 3, 1, 3]",1.1947927,1.0052072525024416
perversities,-1.1,1.22066,"[-2, -1, -2, 0, -2, -2, -2, 1, 1, -2]",-0.093625546,1.006374454498291
comfortingly,1.7,0.45826,"[1, 2, 1, 2, 2, 1, 2, 2, 2, 2]",2.7064028,1.0064027786254883
stampede,-1.8,1.07703,"[-2, -3, -2, -3, 0, 0, -2, -1, -2, -3]",-0.7935095,1.0064905166625977
inconsiderate,-1.9,0.7,"[-2, -1, -1, -1, -2, -2, -2, -3, -3, -2]",-2.9065645,1.006564474105835
isolatable,0.2,1.249,"[1, 0, -2, 0, -1, -1, 2, 0, 2, 1]",-0.8068533,1.0068532943725585
envier,-1.0,0.7746,"[-1, -2, -2, -1, -1, 1, -1, -1, -1, -1]",0.0068626404,1.0068626403808594
compelled,0.2,1.07703,"[-1, 0, 0, 0, 1, 2, -1, -1, 2, 0]",-0.80689526,1.0068952560424804
affronted,0.2,2.03961,"[1, -2, 2, -2, -2, 4, 0, 2, 1, -2]",-0.8070674,1.0070673942565918
lol,1.8,1.46969,"[1, 3, 4, 1, 2, 4, 1, 2, -1, 1]",0.79212475,1.0078752517700196
adverse,-1.5,0.80623,"[-2, -2, -2, -1, -1, 0, -1, -3, -1, -2]",-0.49197578,1.0080242156982422
trivially,0.4,1.56205,"[-1, -1, -1, -1, 0, 3, 0, 2, 3, 0]",-0.60821676,1.0082167625427245
favored,1.8,0.6,"[2, 2, 1, 1, 3, 1, 2, 2, 2, 2]",0.79175234,1.0082476615905762
gravers,-1.2,1.6,"[-4, 0, -2, 0, -2, -2, -2, 0, 2, -2]",-0.1906066,1.0093934059143066
repressor,-1.4,1.28062,"[-1, 0, -3, -1, -2, -4, 0, -1, 0, -2]",-0.3898058,1.0101942062377929
shamed,-2.6,0.4899,"[-2, -3, -3, -2, -3, -3, -3, -2, -2, -3]",-1.5897021,1.0102978706359864
amorous,1.8,0.9798,"[3, 1, 2, 2, 1, 1, 3, 0, 2, 3]",0.78942347,1.0105765342712403
doubt,-1.5,0.5,"[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]",-0.48869324,1.0113067626953125
fuking,-3.2,0.9798,"[-4, -1, -3, -4, -3, -2, -4, -3, -4, -4]",-2.1886084,1.011391592025757
united,1.8,0.6,"[1, 2, 2, 2, 1, 2, 2, 1, 2, 3]",0.788414,1.0115859985351563
funnelled,-0.1,0.3,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",0.9118986,1.0118986129760743
attacks,-1.9,0.9434,"[-2, -2, 0, -2, -2, -2, -1, -4, -2, -2]",-2.9125197,1.0125196933746339
horrifying,-2.7,0.9,"[-3, -4, -3, -2, -3, -3, -4, -2, -2, -1]",-1.6871705,1.0128294944763185
antagonists,-1.7,0.64031,"[-2, -1, -1, -2, -1, -2, -2, -3, -1, -2]",-0.686924,1.0130760192871093
safer,1.8,0.6,"[2, 1, 2, 3, 2, 2, 1, 1, 2, 2]",0.78666115,1.013338851928711
impatience,-1.8,0.4,"[-2, -2, -1, -2, -2, -2, -2, -1, -2, -2]",-0.78665113,1.0133488655090332
dumbfounder,-1.0,0.89443,"[-2, 0, 0, 0, -2, -1, -2, 0, -2, -1]",0.013394833,1.013394832611084
ignorant,-1.1,0.83066,"[-1, -1, -1, -2, 1, -2, -1, -2, -1, -1]",-2.1144118,1.0144118309020995
commended,1.9,0.9434,"[1, 3, 2, 3, 2, 2, 0, 1, 3, 2]",0.88515186,1.0148481369018554
devastates,-2.8,0.9798,"[-4, -3, -2, -4, -2, -1, -3, -4, -3, -2]",-1.784596,1.0154040336608885
cheated,-2.3,0.64031,"[-2, -4, -2, -2, -2, -2, -3, -2, -2, -2]",-3.3154168,1.0154168128967287
wisely,1.8,0.6,"[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]",0.784317,1.0156829833984375
flirtatiously,-0.1,1.86815,"[2, -1, 1, 2, 1, 1, -3, -3, -2, 1]",0.91588306,1.0158830642700196
degrade,-1.9,0.7,"[-3, -2, -1, -3, -1, -2, -2, -2, -1, -2]",-0.8837471,1.0162528991699218
treasured,2.6,0.66332,"[3, 3, 2, 3, 3, 2, 1, 3, 3, 3]",1.5832148,1.01678524017334
radiancy,1.4,0.66332,"[2, 1, 1, 3, 1, 1, 1, 1, 2, 1]",2.4173074,1.0173073768615724
brilliancies,2.3,1.18743,"[1, 4, 1, 3, 3, 2, 1, 3, 4, 1]",1.2820063,1.0179937362670897
impatiently,-1.7,0.64031,"[-1, -1, -2, -3, -1, -2, -1, -2, -2, -2]",-0.6815109,1.0184890747070312
strongholds,1.0,0.89443,"[2, 2, 0, 1, 2, 2, 1, 0, 0, 0]",-0.018819809,1.018819808959961
envies,-0.8,0.9798,"[-1, -2, -2, 1, -1, 1, -1, -1, -1, -1]",0.2188611,1.0188611030578614
startled,-0.7,0.78102,"[-2, -1, -1, 0, 1, -1, -1, 0, -1, -1]",0.31926584,1.019265842437744
encouragingly,2.0,0.7746,"[1, 1, 1, 3, 2, 2, 2, 3, 2, 3]",0.97954416,1.0204558372497559
curse,-2.5,0.67082,"[-3, -3, -4, -2, -2, -3, -2, -2, -2, -2]",-1.479214,1.0207860469818115
jollied,2.4,0.66332,"[3, 3, 2, 2, 3, 3, 2, 2, 1, 3]",1.3791394,1.0208605766296386
confused,-1.3,0.45826,"[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]",-0.27882004,1.0211799621582032
determinate,0.8,0.87178,"[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]",-0.22141552,1.0214155197143555
respectability,2.4,0.8,"[4, 1, 3, 2, 3, 3, 2, 2, 2, 2]",1.3783917,1.021608257293701
weepers,-1.1,1.13578,"[-2, -2, -1, -2, -1, 1, -2, 1, -1, -2]",-0.07838106,1.021618938446045
likeable,2.0,0.63246,"[1, 3, 2, 2, 2, 3, 2, 1, 2, 2]",0.97798014,1.022019863128662
trickiest,-1.2,0.6,"[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]",-0.17790365,1.0220963478088378
determinative,1.1,1.04403,"[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]",0.077591896,1.0224081039428712
satisfyingly,1.9,0.9434,"[1, 2, 2, 1, 2, 1, 4, 1, 3, 2]",2.922678,1.0226779937744142
perfectives,0.9,0.83066,"[0, 2, 1, 1, 1, 0, 2, 0, 2, 0]",1.9227638,1.0227638244628907
bad,-2.5,0.67082,"[-3, -2, -4, -3, -2, -2, -3, -2, -2, -2]",-1.4758539,1.0241460800170898
determinacy,1.0,1.0,"[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]",-0.025025368,1.0250253677368164
sappy,-1.0,1.18322,"[-2, -1, 2, -2, -2, 0, -1, -1, -2, -1]",0.025026321,1.0250263214111328
painlessness,0.4,1.0198,"[1, 1, 1, 1, -1, 1, -2, 0, 1, 1]",1.4251308,1.025130844116211
invigorate,1.9,0.83066,"[2, 2, 2, 0, 2, 3, 3, 2, 1, 2]",0.8748627,1.0251373291015624
crudeness,-2.0,0.7746,"[-3, -1, -1, -1, -3, -2, -3, -2, -2, -2]",-0.974679,1.0253210067749023
appreciate,1.7,0.78102,"[2, 1, 2, 1, 1, 3, 1, 2, 3, 1]",2.7254086,1.0254085540771485
motivating,2.2,0.6,"[2, 2, 3, 3, 3, 2, 2, 2, 1, 2]",1.1741619,1.025838088989258
sociabilities,1.2,0.9798,"[1, 3, 1, 2, 0, 1, 0, 2, 2, 0]",0.17403126,1.0259687423706054
disquiet,-1.3,0.9,"[-1, -2, -2, -1, -1, -1, 1, -2, -2, -2]",-0.27325678,1.026743221282959
adorable,2.2,0.6,"[3, 2, 2, 3, 2, 2, 1, 3, 2, 2]",3.2267733,1.0267732620239256
disaster,-3.1,0.83066,"[-2, -4, -4, -3, -3, -2, -4, -3, -2, -4]",-2.0730956,1.0269044399261475
distresses,-1.6,0.66332,"[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]",-2.62694,1.0269400119781493
rigidification,-1.1,0.9434,"[-1, -2, 0, 0, 0, -2, -2, -2, 0, -2]",-0.072230816,1.027769184112549
hostilities,-2.1,0.53852,"[-2, -3, -2, -2, -2, -2, -1, -2, -3, -2]",-1.071948,1.0280519485473634
